moisture,d50,system_p,X_std_avg,X_tot_avg,X_good_avg,tar_loading_avg,tar_loading_incl_avg,space_time_avg,optical_thickness_d90_avg,optical_thickness_d50_avg,optical_thickness_d10_avg,T_cupmix_gas_only_avg,dH_max/A,tau_min,CH4_yield_corr,dH_max/A/T^4,Re_in,Re_out,e^-Ea/R1T,tau_min/e^-Ea/RT,pp_H2O_corr,pp_CO2_corr,c_H2O,dP_lance,c_CO2,c_CO2+c_H2O,c_H2O/c_CO2
22.66,66.7,50,0.880038,0.89194,0.830688,74.2024,1764.59,2.92689,0.19432649,0.4973243155,1.3821471601,405.73690939,42.969350689,0.4478739675,0.0493371773,0.0001255887,1481.2503531,1470.3140244,0.0862313391,5.1938653889,26.457032168,4.1800021636,54.061222977,0.9999,8.5412463339,62.602469311,6.3294302568
19.61,69.1,50,0.815053,0.823546,0.775098,54.5816,1433.92,3.09046,0.197120269,0.5311692344,1.3593997813,412.7039289,42.117586157,0.4766923441,0.0398911332,0.0001228959,1371.0656669,1442.4746546,0.0863187182,5.5224678236,27.788504138,4.5182148309,55.823340763,0.9879,9.076481587,64.89982235,6.1503282111
19.61,69.1,50,0.844712,0.85671,0.795766,89.2086,1869.41,2.93207,0.1870690086,0.5040846512,1.290083311,405.73865622,43.285351094,0.4532391375,0.0488444175,0.0001272262,1469.0147858,1521.3073702,0.085934372,5.2742473954,26.042539179,4.2330924943,53.214035767,1.0451,8.6496917156,61.863727482,6.1521309101
8.15,57.2,50,0.797963,0.813907,0.744565,340,2719.51,2.78394,0.2464701764,0.6889961749,1.7285342633,399.55821456,46.105988015,0.4400409225,0.0534998526,0.0001372113,1520.5630657,1802.2308954,0.0852806415,5.159915718,22.718832512,4.1806221926,47.140610601,0.9752,8.6746131321,55.815223733,5.4343184973
8.15,57.2,50,0.835787,0.845823,0.791358,171.249,1938.98,3.26703,0.2735950399,0.764822498,1.9187652142,420.48287986,41.167613855,0.500035512,0.0443891887,0.0001211497,1226.0601752,1509.7913678,0.0858698974,5.823175844,27.762454302,5.1418845606,54.739244136,0.9747,10.138256194,64.877500329,5.3992760777
8.15,57.2,50,0.837048,0.847171,0.788484,201.794,1886.47,3.21605,0.2735546858,0.7647096897,1.918482204,418.1527904,41.873289344,0.4840506784,0.0484245081,0.0001235252,1254.3518092,1541.8237981,0.0857423178,5.6454116333,27.206900988,5.0302776341,53.942781222,1.008,9.97346835,63.916249572,5.408628105
19.35,81.1,50,0.753448,0.777075,0.684974,954.574,4183.19,2.08813,0.1937594746,0.4656439163,1.1727863853,414.19596194,62.996501977,0.3332706391,0.0682991678,0.0001873577,2004.5560804,2134.824854,0.0853141779,3.9063922028,28.220585436,4.5666119296,56.487117803,0.9751,9.1406589214,65.627776724,6.1797643133
19.35,81.1,50,0.768067,0.789907,0.699311,909.695,4040.63,2.21505,0.2018512147,0.4850900339,1.2217640295,422.28849347,60.593640843,0.3486446137,0.068660803,0.0001792521,1856.2571295,2005.9330947,0.0855946382,4.0732062323,30.257853902,4.9131459703,59.40433399,0.9881,9.6458316278,69.050165618,6.1585497531
19.35,81.1,50,0.766955,0.78571,0.701593,686.94,3420.39,2.21316,0.196083111,0.471228093,1.1868508802,422.26144857,59.484875747,0.351822738,0.0653551386,0.0001776298,1853.0033211,1989.1933352,0.0851022698,4.1341169742,30.137554091,4.9200840088,59.171942579,0.9989,9.6600715365,68.832014116,6.125414533
19.35,81.1,50,0.786137,0.803007,0.720948,635.244,3589.83,2.50497,0.2294641344,0.5514495659,1.3888993726,442.34749629,57.086945404,0.3797187036,0.0652210652,0.0001691242,1564.3196132,1773.1452125,0.085518132,4.4402127944,35.272276215,5.7264598152,66.108784294,0.9973,10.732771948,76.841556241,6.1595256674
18.39,82.9,50,0.789696,0.808179,0.720391,781.016,3653.41,2.34065,0.2210507413,0.5068968145,1.3050231652,431.58582938,58.750632869,0.3601276399,0.0691876868,0.0001744535,1703.6514257,1904.7205299,0.0853973587,4.217081718,32.272824838,5.2948850881,61.995342213,0.9813,10.171350499,72.166692712,6.0950944735
18.39,82.9,50,0.791973,0.807976,0.724621,643.988,3438.99,2.49842,0.239210699,0.5485398538,1.4122345925,442.37073724,57.344163827,0.3760761297,0.0673517461,0.0001710842,1558.8776399,1793.675485,0.0851492029,4.4166723453,35.071528781,5.7393477019,65.729081596,0.9495,10.756361827,76.485443423,6.1107168624
18.39,82.9,50,0.792777,0.805338,0.729668,419.226,2911.57,2.67105,0.249923746,0.5731062015,1.475481494,455.09020446,54.626776585,0.4005398723,0.0630423298,0.00016383,1409.3942768,1659.8269604,0.0848757185,4.7191338009,38.138664463,6.267745342,69.479590591,0.9049,11.418343731,80.897934322,6.0849097054
18.39,82.9,50,0.796498,0.80948,0.733055,427.082,2989.71,2.66738,0.2496531625,0.57248572,1.473884043,455.04384496,54.711134273,0.3986881652,0.0631860543,0.0001631285,1409.670379,1660.2121206,0.0851813884,4.6804609854,38.054127102,6.2541349317,69.332646427,0.9546,11.394709561,80.727355988,6.0846348084
15.98,82.9,50,0.740904,0.765497,0.669696,1244.05,4472.76,2.10614,0,0,0,414.20525089,63.123901485,0.3397965205,0.0712242683,0.0001891536,1982.6506376,2204.738146,0.0849199474,4.0013745992,27.945657494,4.6862698765,55.935559862,0.8765,9.3799592751,65.315519137,5.9633051937
15.98,82.9,50,0.757466,0.775352,0.690522,785.229,3745.89,2.36182,0,0,0,431.60561347,60.837514654,0.3602505384,0.0668698976,0.0001810985,1693.6226541,1980.9991539,0.0852672277,4.2249589711,32.306913953,5.3839707857,62.05798184,0.9899,10.342007959,72.3999898,6.0005737846
19.35,81.1,50,0.748208,0.799306,0.657614,4139.71,11482.5,1.88852,0.2285481752,0.5492483273,1.3833552591,443.75081143,75.547856464,0.2986904002,0.0905006168,0.0002218217,2045.5890346,2325.5482305,0.0859894511,3.4735702611,35.618485354,5.7235807593,66.546549956,0.7556,10.693451705,77.240001661,6.223112218
18.39,85.8,50,0.769938,0.805726,0.686739,2513.77,8467.66,2.026,0.2480058715,0.5512205093,1.4375294742,456.74410405,71.979041122,0.3116114726,0.0831212902,0.0002137502,1838.4607869,2169.1939954,0.0853933334,3.6491311455,38.678349179,6.2963534618,70.207617808,0.7796,11.42892566,81.636543469,6.1429761549
18.39,85.8,50,0.807491,0.842722,0.721278,2730,8230.46,2.02347,0.2573319137,0.5719486706,1.4915865026,456.67692196,73.781893143,0.2999768738,0.0862118445,0.0002190312,1844.7069553,2200.3116442,0.0854107763,3.5121665748,38.714604724,6.2573306302,70.283765612,0.8148,11.359763647,81.643529259,6.1870799246
18.39,85.8,50,0.788915,0.837722,0.695445,4337.78,9985.99,1.8214,0.2281875251,0.50717204,1.3226553505,436.9310339,76.95145731,0.2809618695,0.0934773115,0.0002290424,2155.5055722,2443.608206,0.0852725931,3.294867192,33.831089552,5.4857615345,64.193691354,0.8171,10.409102617,74.602793971,6.1670725822
8.55,62.2,50,0.791718,0.820298,0.728867,1023.81,6686.57,2.82159,0.3890647468,1.0402165175,2.5984525057,410.97117263,62.123337174,0.3719307753,0.0628222034,0.0001808154,1509.1799831,2037.138074,0.0864518346,4.3021733073,26.705033472,7.4640976248,53.87298313,0.7944,15.05758103,68.93056416,3.5777979891
8.55,62.2,50,0.784745,0.815728,0.717765,1434.15,7387.58,2.50226,0.4025281905,1.0762128309,2.6883710074,411.84588513,71.673919551,0.3286823331,0.0669832606,0.000210174,1703.6017661,2324.4044896,0.0860579733,3.819312963,27.166238811,7.3896717189,54.686992545,0.7739,14.875777431,69.562769976,3.6762443373
8.8,60.6,50,0.718907,0.762758,0.64866,2291.27,8361.19,2.13723,0.3050461725,0.8456725575,2.1442576143,378.87854151,73.356720076,0.3059918231,0.0701312207,0.0002028059,2182.1336923,2677.1155687,0.089198932,3.4304426773,19.134875234,5.2859145444,41.871149457,0.8242,11.566697729,53.437847186,3.6199743815
8.03,57.4,50,0.749337,0.781601,0.681724,1618.05,7893.79,2.49629,0.4333391849,1.1777162517,2.9649523179,411.85111815,71.780671845,0.3343765553,0.0675607185,0.0002144125,1699.5316651,2338.9487359,0.0850861795,3.9298574349,26.998530293,7.408733903,54.348696372,0.7173,14.913961057,69.262657429,3.6441490066
8.03,57.4,50,0.768201,0.79648,0.704344,1101.53,6802.25,2.8346,0.4330252899,1.1768631573,2.9628046154,410.9424701,63.211077281,0.37342262,0.0637710637,0.0001890806,1507.4076591,2069.1653849,0.08501244,4.3925644302,26.768002213,7.5164821293,54.003783803,0.7786,15.164317181,69.168100984,3.5612407178
8.03,57.4,50,0.712881,0.759465,0.634739,3281.46,8732.82,2.13048,0.3196031233,0.8686077916,2.1867582121,378.87687549,70.366864109,0.3173553065,0.0781178264,0.0002165942,2174.770082,2670.6437432,0.0835215094,3.7996835622,18.816414924,5.2963726079,41.174472074,0.8804,11.589633143,52.764105218,3.5526984819
8.53,56.2,50,0.72715,0.776354,0.645989,3772.71,9284.51,1.88218,0.3338660692,0.9041710985,2.082558022,379.43054198,81.44191414,0.2753317547,0.0811770439,0.0002422099,2464.9888606,3028.2284998,0.0853155194,3.2272177062,19.175279971,5.2148376865,41.898520242,0.8438,11.394565435,53.293085676,3.6770617082
7.2,55.5,50,0.759083,0.79842,0.676596,2956.78,9385.25,1.88815,0.3079999156,0.931769114,2.2099652063,443.78259459,77.264007225,0.2923397698,0.0825838544,0.00022841,1943.9795568,2588.7416784,0.0856308824,3.4139525537,33.513050333,6.121349065,62.608449896,0.7824,11.435789116,74.044239011,5.4747817805
7.42,63.3,50,0.770106,0.807167,0.686909,3159.44,8733.26,1.89146,0.3235162957,0.8202901336,1.8478421872,443.76859265,77.113760144,0.2906903346,0.0833353399,0.0002328761,1946.3628011,2588.4704851,0.0845140103,3.4395520168,33.623591223,6.1238926785,62.816942265,0.774,11.440902022,74.257844288,5.4905585366
8.61,59.17,50,0.814971,0.839592,0.749903,662.857,5676.24,2.2375,0.3214200285,0.7805992579,1.7298898162,497.44414259,57.816612242,0.3725644426,0.0650719464,0.0001711766,1476.6134105,1940.9125726,0.0855516857,4.3548463052,33.678390788,6.1768594246,56.130158434,0.7979,10.29467531,66.424833744,5.4523485923
8.61,59.17,50,0.846921,0.873014,0.794481,130.314,4853.48,2.97894,0.2832800436,0.6879726596,1.5246195606,437.0167389,42.283461345,0.4746467575,0.0523543008,0.0001266881,1283.4932578,1564.5028153,0.0849266491,5.588902452,26.54840871,4.8716363167,50.365097673,0.8058,9.2420017183,59.607099391,5.4495875686
6.93,67.5,50,0.785228,0.822399,0.701106,3160.49,8617.22,1.51964,0.2536251211,0.6143364044,1.4652900104,551.69156043,74.607338105,0.2884677019,0.0841243477,0.0002221391,1941.3165843,2588.6051386,0.0852551555,3.3835807363,33.470354694,6.1336084381,50.298291314,0.7858,9.2174112539,59.515702568,5.4568782849
